先生はジョンを叱った。|せんせいはジョンをしかった。
手紙が戻って来たということは彼女はもうこの住所にはいないということだ。|てがみがもどってきたということはかのじょはもうこのじゅうしょにはいないということだ。
彼が真面目に日本語を勉強していないということは本気で日本で仕事をする気がないのだ。|かれがまじめににほんごをべんきょうしていないということはほんきでにほんでしごとをするきがないのだ。
これだけ丁寧に説明すれば、分かれないということはあり得ない。|これだけていねいにせつめいすれば、わかれないということはありえない。
空がこんなに赤いということは何かよくないことが起こる前兆かもしれない。|そらがこんなにあかいということはなにかよくないことがおこるぜんちょうかもしれない。
彼が金を貸してくれたということは私は彼に信用されているということだ。|かれがきんをかしてくれたということはわたしはかれにしんようされているということだ。
言うことを聞かないということは体罰を与えるしかないということだ。|いうことをきかないということはたいばつをあたえるしかないということだ。
私がこれだけ言っても分からないということはどういうことなんでしょう。|わたしがこれだけいってもわからないということはどういうことなんでしょう。
彼女がパーティーをするということは試験に通ったのだ。|かのじょがパーティーをするということはしけんにとおったのだ。
彼が毎日授業に来ているということは勉強を続けることにしたのだろう。|かれがまいにちじゅぎょうにきているということはべんきょうをつづけることにしたのだろう。
彼がその集まりに来なかったことは事実だ。|かれがそのあつまりにこなかったことはじじつだ。
彼が離婚したことが事実だ。|かれがりこんしたことがじじつだ。
彼がこの集まりに来ないことは確かだ。|かれがこのあつまりにこないことはたしかだ。
何かよくないことが起こりつつあることを感じる。|なにかよくないことがおこりつつあることをかんじる。
